date,total_sales,year,month,day,dayofweek,is_weekend,sales_yesterday,sales_last_week
2017-02-17,758855.71279,2017,2,17,4,0,645968.2570671,752207.2398545
2017-02-18,1063394.844003,2017,2,18,5,1,758855.71279,944924.65301
2017-02-19,858897.1230135,2017,2,19,6,1,1063394.844003,1074820.900014
2017-02-20,759120.0599607,2017,2,20,0,0,858897.1230135,794314.4320675
2017-02-21,717807.6770255,2017,2,21,1,0,759120.0599607,642613.187069
2017-02-22,739388.0344027,2017,2,22,2,0,717807.6770255,745780.355084
2017-02-23,675578.500156,2017,2,23,3,0,739388.0344027,645968.2570671
2017-02-24,816197.498952,2017,2,24,4,0,675578.500156,758855.71279
2017-02-25,1026011.2228075,2017,2,25,5,1,816197.498952,1063394.844003
2017-02-26,775708.987978,2017,2,26,6,1,1026011.2228075,858897.1230135
2017-02-27,744956.948138,2017,2,27,0,0,775708.987978,759120.0599607
2017-02-28,949366.8290505,2017,2,28,1,0,744956.948138,717807.6770255
2017-03-01,1008521.709962,2017,3,1,2,0,949366.8290505,739388.0344027
2017-03-02,836225.179072,2017,3,2,3,0,1008521.709962,675578.500156
2017-03-03,882639.776274,2017,3,3,4,0,836225.179072,816197.498952
2017-03-04,1125736.3470592,2017,3,4,5,1,882639.776274,1026011.2228075
2017-03-05,1196983.690104,2017,3,5,6,1,1125736.3470592,775708.987978
2017-03-06,790143.2410905,2017,3,6,0,0,1196983.690104,744956.948138
2017-03-07,761866.729975,2017,3,7,1,0,790143.2410905,949366.8290505
2017-03-08,781046.6619577,2017,3,8,2,0,761866.729975,1008521.709962
2017-03-09,653901.1919827,2017,3,9,3,0,781046.6619577,836225.179072
2017-03-10,773855.30685,2017,3,10,4,0,653901.1919827,882639.776274
2017-03-11,1001174.4340065,2017,3,11,5,1,773855.30685,1125736.3470592
2017-03-12,1146006.826973,2017,3,12,6,1,1001174.4340065,1196983.690104
2017-03-13,754390.380036,2017,3,13,0,0,1146006.826973,790143.2410905
2017-03-14,700998.0346447,2017,3,14,1,0,754390.380036,761866.729975
2017-03-15,815621.887369,2017,3,15,2,0,700998.0346447,781046.6619577
2017-03-16,699108.166824,2017,3,16,3,0,815621.887369,653901.1919827
2017-03-17,812306.77427,2017,3,17,4,0,699108.166824,773855.30685
2017-03-18,1038906.566154,2017,3,18,5,1,812306.77427,1001174.4340065
2017-03-19,1157140.638587,2017,3,19,6,1,1038906.566154,1146006.826973
2017-03-20,826428.90991,2017,3,20,0,0,1157140.638587,754390.380036
2017-03-21,746620.926177,2017,3,21,1,0,826428.90991,700998.0346447
2017-03-22,767880.804934,2017,3,22,2,0,746620.926177,815621.887369
2017-03-23,670848.010029,2017,3,23,3,0,767880.804934,699108.166824
2017-03-24,787914.125515,2017,3,24,4,0,670848.010029,812306.77427
2017-03-25,1038139.316887,2017,3,25,5,1,787914.125515,1038906.566154
2017-03-26,1101557.476706,2017,3,26,6,1,1038139.316887,1157140.638587
2017-03-27,784103.265042,2017,3,27,0,0,1101557.476706,826428.90991
2017-03-28,702943.9485770001,2017,3,28,1,0,784103.265042,746620.926177
2017-03-29,824632.985033,2017,3,29,2,0,702943.9485770001,767880.804934
2017-03-30,637624.340998,2017,3,30,3,0,824632.985033,670848.010029
2017-03-31,878750.03788,2017,3,31,4,0,637624.340998,787914.125515
2017-04-01,1463083.962459,2017,4,1,5,1,878750.03788,1038139.316887
2017-04-02,1138650.058898,2017,4,2,6,1,1463083.962459,1101557.476706
2017-04-03,835191.622029,2017,4,3,0,0,1138650.058898,784103.265042
2017-04-04,835602.6360017,2017,4,4,1,0,835191.622029,702943.9485770001
2017-04-05,846631.307907,2017,4,5,2,0,835602.6360017,824632.985033
2017-04-06,683059.570103,2017,4,6,3,0,846631.307907,637624.340998
2017-04-07,765502.211925,2017,4,7,4,0,683059.570103,878750.03788
2017-04-08,988591.469958,2017,4,8,5,1,765502.211925,1463083.962459
2017-04-09,1101713.657101,2017,4,9,6,1,988591.469958,1138650.058898
2017-04-10,739392.130988,2017,4,10,0,0,1101713.657101,835191.622029
2017-04-11,741331.430196,2017,4,11,1,0,739392.130988,835602.6360017
2017-04-12,791762.312883,2017,4,12,2,0,741331.430196,846631.307907
2017-04-13,737029.565183,2017,4,13,3,0,791762.312883,683059.570103
2017-04-14,740889.486829,2017,4,14,4,0,737029.565183,765502.211925
2017-04-15,898610.217928,2017,4,15,5,1,740889.486829,988591.469958
2017-04-16,985493.795113,2017,4,16,6,1,898610.217928,1101713.657101
2017-04-17,775916.9059055,2017,4,17,0,0,985493.795113,739392.130988
2017-04-18,717196.315762,2017,4,18,1,0,775916.9059055,741331.430196
2017-04-19,735733.2142477001,2017,4,19,2,0,717196.315762,791762.312883
2017-04-20,675804.0219027,2017,4,20,3,0,735733.2142477001,737029.565183
2017-04-21,795795.893872,2017,4,21,4,0,675804.0219027,740889.486829
2017-04-22,974952.817869,2017,4,22,5,1,795795.893872,898610.217928
2017-04-23,1140070.2748035,2017,4,23,6,1,974952.817869,985493.795113
2017-04-24,755072.530945,2017,4,24,0,0,1140070.2748035,775916.9059055
2017-04-25,718996.080637,2017,4,25,1,0,755072.530945,717196.315762
2017-04-26,781159.2829995,2017,4,26,2,0,718996.080637,735733.2142477001
2017-04-27,624910.0260955,2017,4,27,3,0,781159.2829995,675804.0219027
2017-04-28,797636.6251025,2017,4,28,4,0,624910.0260955,795795.893872
2017-04-29,1068279.815941,2017,4,29,5,1,797636.6251025,974952.817869
2017-04-30,1041249.2479705,2017,4,30,6,1,1068279.815941,1140070.2748035
2017-05-01,1306699.366897,2017,5,1,0,0,1041249.2479705,755072.530945
2017-05-02,907324.094113,2017,5,2,1,0,1306699.366897,718996.080637
2017-05-03,924247.257204,2017,5,3,2,0,907324.094113,781159.2829995
2017-05-04,716654.608983,2017,5,4,3,0,924247.257204,624910.0260955
2017-05-05,780798.407016,2017,5,5,4,0,716654.608983,797636.6251025
2017-05-06,1039417.861868,2017,5,6,5,1,780798.407016,1068279.815941
2017-05-07,1227380.607924,2017,5,7,6,1,1039417.861868,1041249.2479705
2017-05-08,776307.495015,2017,5,8,0,0,1227380.607924,1306699.366897
2017-05-09,715811.198881,2017,5,9,1,0,776307.495015,907324.094113
2017-05-10,766101.907094,2017,5,10,2,0,715811.198881,924247.257204
2017-05-11,648650.413039,2017,5,11,3,0,766101.907094,716654.608983
2017-05-12,764812.415784,2017,5,12,4,0,648650.413039,780798.407016
2017-05-13,1116976.891153,2017,5,13,5,1,764812.415784,1039417.861868
2017-05-14,884199.9138385,2017,5,14,6,1,1116976.891153,1227380.607924
2017-05-15,823035.572122,2017,5,15,0,0,884199.9138385,776307.495015
2017-05-16,807803.8950783,2017,5,16,1,0,823035.572122,715811.198881
2017-05-17,841407.607944,2017,5,17,2,0,807803.8950783,766101.907094
2017-05-18,628487.989962,2017,5,18,3,0,841407.607944,648650.413039
2017-05-19,773775.4378677,2017,5,19,4,0,628487.989962,764812.415784
2017-05-20,1035667.381833,2017,5,20,5,1,773775.4378677,1116976.891153
2017-05-21,1201938.886229,2017,5,21,6,1,1035667.381833,884199.9138385
2017-05-22,778935.156126,2017,5,22,0,0,1201938.886229,823035.572122
2017-05-23,723151.767982,2017,5,23,1,0,778935.156126,807803.8950783
2017-05-24,746303.6271255,2017,5,24,2,0,723151.767982,841407.607944
2017-05-25,620108.24391,2017,5,25,3,0,746303.6271255,628487.989962
2017-05-26,984511.1521135,2017,5,26,4,0,620108.24391,773775.4378677
2017-05-27,932219.893144,2017,5,27,5,1,984511.1521135,1035667.381833
2017-05-28,1061771.636907,2017,5,28,6,1,932219.893144,1201938.886229
2017-05-29,776813.137038,2017,5,29,0,0,1061771.636907,778935.156126
2017-05-30,742471.2769905,2017,5,30,1,0,776813.137038,723151.767982
2017-05-31,858062.149411,2017,5,31,2,0,742471.2769905,746303.6271255
2017-06-01,766859.172845,2017,6,1,3,0,858062.149411,620108.24391
2017-06-02,918421.319125,2017,6,2,4,0,766859.172845,984511.1521135
2017-06-03,1176138.109152,2017,6,3,5,1,918421.319125,932219.893144
2017-06-04,1376511.520495,2017,6,4,6,1,1176138.109152,1061771.636907
2017-06-05,912693.8511,2017,6,5,0,0,1376511.520495,776813.137038
2017-06-06,805546.647956,2017,6,6,1,0,912693.8511,742471.2769905
2017-06-07,842979.8370823,2017,6,7,2,0,805546.647956,858062.149411
2017-06-08,667099.801025,2017,6,8,3,0,842979.8370823,766859.172845
2017-06-09,795116.1360699,2017,6,9,4,0,667099.801025,918421.319125
2017-06-10,993732.684049,2017,6,10,5,1,795116.1360699,1176138.109152
2017-06-11,1213673.946877,2017,6,11,6,1,993732.684049,1376511.520495
2017-06-12,768349.7589517,2017,6,12,0,0,1213673.946877,912693.8511
2017-06-13,729412.959849,2017,6,13,1,0,768349.7589517,805546.647956
2017-06-14,785885.9088963,2017,6,14,2,0,729412.959849,842979.8370823
2017-06-15,660338.346974,2017,6,15,3,0,785885.9088963,667099.801025
2017-06-16,834786.4275550001,2017,6,16,4,0,660338.346974,795116.1360699
2017-06-17,1096133.5508865,2017,6,17,5,1,834786.4275550001,993732.684049
2017-06-18,965144.121179,2017,6,18,6,1,1096133.5508865,1213673.946877
2017-06-19,791146.393731,2017,6,19,0,0,965144.121179,768349.7589517
2017-06-20,787326.7170395,2017,6,20,1,0,791146.393731,729412.959849
2017-06-21,766159.0112892,2017,6,21,2,0,787326.7170395,785885.9088963
2017-06-22,609868.8309586,2017,6,22,3,0,766159.0112892,660338.346974
2017-06-23,761049.7450639,2017,6,23,4,0,609868.8309586,834786.4275550001
2017-06-24,963268.227135,2017,6,24,5,1,761049.7450639,1096133.5508865
2017-06-25,1092610.858614,2017,6,25,6,1,963268.227135,965144.121179
2017-06-26,755367.8450665,2017,6,26,0,0,1092610.858614,791146.393731
2017-06-27,682218.468913,2017,6,27,1,0,755367.8450665,787326.7170395
2017-06-28,731896.9850105,2017,6,28,2,0,682218.468913,766159.0112892
2017-06-29,630811.802872,2017,6,29,3,0,731896.9850105,609868.8309586
2017-06-30,802273.1392327,2017,6,30,4,0,630811.802872,761049.7450639
2017-07-01,1207529.921868,2017,7,1,5,1,802273.1392327,963268.227135
2017-07-02,1296379.2175535,2017,7,2,6,1,1207529.921868,1092610.858614
2017-07-03,925143.408816,2017,7,3,0,0,1296379.2175535,755367.8450665
2017-07-04,832359.2860137,2017,7,4,1,0,925143.408816,682218.468913
2017-07-05,844301.613116,2017,7,5,2,0,832359.2860137,731896.9850105
2017-07-06,700272.0099567,2017,7,6,3,0,844301.613116,630811.802872
2017-07-07,805792.302193,2017,7,7,4,0,700272.0099567,802273.1392327
2017-07-08,998347.1930085,2017,7,8,5,1,805792.302193,1207529.921868
2017-07-09,1100833.322376,2017,7,9,6,1,998347.1930085,1296379.2175535
2017-07-10,804158.8610365,2017,7,10,0,0,1100833.322376,925143.408816
2017-07-11,730534.767701,2017,7,11,1,0,804158.8610365,832359.2860137
2017-07-12,748799.9959087,2017,7,12,2,0,730534.767701,844301.613116
2017-07-13,629651.3629294999,2017,7,13,3,0,748799.9959087,700272.0099567
2017-07-14,765489.6173932999,2017,7,14,4,0,629651.3629294999,805792.302193
2017-07-15,969077.125075,2017,7,15,5,1,765489.6173932999,998347.1930085
2017-07-16,1100803.699023,2017,7,16,6,1,969077.125075,1100833.322376
2017-07-17,818325.522149,2017,7,17,0,0,1100803.699023,804158.8610365
2017-07-18,730133.70894,2017,7,18,1,0,818325.522149,730534.767701
2017-07-19,767978.778078,2017,7,19,2,0,730133.70894,748799.9959087
2017-07-20,688288.067857,2017,7,20,3,0,767978.778078,629651.3629294999
2017-07-21,782418.2992188,2017,7,21,4,0,688288.067857,765489.6173932999
2017-07-22,932902.046681,2017,7,22,5,1,782418.2992188,969077.125075
2017-07-23,1024288.741245,2017,7,23,6,1,932902.046681,1100803.699023
2017-07-24,816564.327096,2017,7,24,0,0,1024288.741245,818325.522149
2017-07-25,713581.632609,2017,7,25,1,0,816564.327096,730133.70894
2017-07-26,740653.044167,2017,7,26,2,0,713581.632609,767978.778078
2017-07-27,659849.8270588,2017,7,27,3,0,740653.044167,688288.067857
2017-07-28,835099.6822035,2017,7,28,4,0,659849.8270588,782418.2992188
2017-07-29,1032310.865737,2017,7,29,5,1,835099.6822035,932902.046681
2017-07-30,1123752.4779517,2017,7,30,6,1,1032310.865737,1024288.741245
2017-07-31,885856.8408705,2017,7,31,0,0,1123752.4779517,816564.327096
2017-08-01,988527.763204,2017,8,1,1,0,885856.8408705,713581.632609
2017-08-02,964712.016051,2017,8,2,2,0,988527.763204,740653.044167
2017-08-03,728068.485132,2017,8,3,3,0,964712.016051,659849.8270588
2017-08-04,827775.686128,2017,8,4,4,0,728068.485132,835099.6822035
2017-08-05,965693.650492,2017,8,5,5,1,827775.686128,1032310.865737
2017-08-06,1049559.164277,2017,8,6,6,1,965693.650492,1123752.4779517
2017-08-07,797464.963817,2017,8,7,0,0,1049559.164277,885856.8408705
2017-08-08,717766.3491055,2017,8,8,1,0,797464.963817,988527.763204
2017-08-09,734139.67401,2017,8,9,2,0,717766.3491055,964712.016051
2017-08-10,651386.9119697,2017,8,10,3,0,734139.67401,728068.485132
2017-08-11,826373.722022,2017,8,11,4,0,651386.9119697,827775.686128
2017-08-12,792630.5350785,2017,8,12,5,1,826373.722022,965693.650492
2017-08-13,865639.677471,2017,8,13,6,1,792630.5350785,1049559.164277
2017-08-14,760922.4060808,2017,8,14,0,0,865639.677471,797464.963817
2017-08-15,762661.935939,2017,8,15,1,0,760922.4060808,717766.3491055
